รหัสจังหวัด,จังหวัด,เขต,หมายเลข,พรรค,คะแนน
10.0,Bangkok,7.0,2.0,เพื่อชาติไทย,225.0
10.0,Bangkok,7.0,3.0,ใหม่,120.0
10.0,Bangkok,7.0,4.0,มิติใหม่,257.0
10.0,Bangkok,7.0,5.0,รวมใจไทย,177.0
10.0,Bangkok,7.0,6.0,รวมไทยสร้างชาติ,5162.0
10.0,Bangkok,7.0,7.0,พลวัต,158.0
10.0,Bangkok,7.0,8.0,ประชาธิปไตยใหม่,400.0
10.0,Bangkok,7.0,9.0,เพื่อไทย,8129.0
10.0,Bangkok,7.0,10.0,ทางเลือกใหม่,454.0
10.0,Bangkok,7.0,11.0,เศรษฐกิจ,2261.0
10.0,Bangkok,7.0,12.0,เสรีรวมไทย,367.0
10.0,Bangkok,7.0,13.0,รวมพลังประชาชาติ,313.0
10.0,Bangkok,7.0,14.0,ท้องที่ไทย,20.0
10.0,Bangkok,7.0,15.0,อนาคตไทย,41.0
10.0,Bangkok,7.0,16.0,พลังเพื่อไทย,81.0
10.0,Bangkok,7.0,17.0,ไทยชนะ,42.0
10.0,Bangkok,7.0,18.0,พลังสังคมใหม่,11.0
10.0,Bangkok,7.0,19.0,สังคมประชาธิปไตย,24.0
10.0,Bangkok,7.0,20.0,ฟิวชั่น,16.0
10.0,Bangkok,7.0,21.0,ไทยรวมพลัง,52.0
10.0,Bangkok,7.0,22.0,ก้าวอิสระ,9.0
10.0,Bangkok,7.0,23.0,ปวงชนไทย,42.0
10.0,Bangkok,7.0,24.0,วิชั่นใหม่,17.0
10.0,Bangkok,7.0,25.0,เพื่อชีวิตใหม่,9.0
10.0,Bangkok,7.0,26.0,คลองไทย,17.0
10.0,Bangkok,7.0,27.0,ประชาธิปัตย์,7869.0
10.0,Bangkok,7.0,28.0,ไทยก้าวหน้า,75.0
10.0,Bangkok,7.0,29.0,ไทยภักดี,1466.0
10.0,Bangkok,7.0,30.0,แรงงานสร้างชาติ,33.0
10.0,Bangkok,7.0,31.0,ประชากรไทย,51.0
10.0,Bangkok,7.0,32.0,ครูไทยเพื่อประชาชน,15.0
10.0,Bangkok,7.0,33.0,ประชาชาติ,52.0
10.0,Bangkok,7.0,34.0,สร้างอนาคตไทย,18.0
10.0,Bangkok,7.0,35.0,รักชาติ,149.0
10.0,Bangkok,7.0,36.0,ไทยพร้อม,54.0
10.0,Bangkok,7.0,37.0,ภูมิใจไทย,16552.0
10.0,Bangkok,7.0,38.0,พลังธรรมใหม่,46.0
10.0,Bangkok,7.0,39.0,กรีน,74.0
10.0,Bangkok,7.0,40.0,ไทยธรรม,18.0
10.0,Bangkok,7.0,41.0,แผ่นดินธรรม,15.0
10.0,Bangkok,7.0,42.0,กล้าธรรม,153.0
10.0,Bangkok,7.0,43.0,พลังประชารัฐ,142.0
10.0,Bangkok,7.0,44.0,โอกาสใหม่,103.0
10.0,Bangkok,7.0,45.0,เป็นธรรม,274.0
10.0,Bangkok,7.0,46.0,ประชาชน,40808.0
10.0,Bangkok,7.0,47.0,ประชาไทย,90.0
10.0,Bangkok,7.0,48.0,ไทยสร้างไทย,730.0
10.0,Bangkok,7.0,49.0,ไทยก้าวใหม่,674.0
10.0,Bangkok,7.0,50.0,ประชาอาสาชาติ,12.0
10.0,Bangkok,7.0,51.0,พร้อม,18.0
10.0,Bangkok,7.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,5.0
10.0,Bangkok,7.0,53.0,ไทยพิทักษ์ธรรม,12.0
10.0,Bangkok,7.0,54.0,ความหวังใหม่,10.0
10.0,Bangkok,7.0,55.0,ไทยรวมไทย,11.0
10.0,Bangkok,7.0,56.0,เพื่อบ้านเมือง,23.0
10.0,Bangkok,7.0,57.0,พลังไทยรักชาติ,18.0
10.0,กรุงเทพมหานคร,8.0,1.0,ไทยทรัพย์ทวี,151.0
10.0,กรุงเทพมหานคร,8.0,2.0,เพื่อชาติไทย,199.0
10.0,กรุงเทพมหานคร,8.0,3.0,ใหม่,42.0
10.0,กรุงเทพมหานคร,8.0,4.0,มิติใหม่,49.0
10.0,กรุงเทพมหานคร,8.0,5.0,รวมใจไทย,385.0
10.0,กรุงเทพมหานคร,8.0,6.0,รวมไทยสร้างชาติ,2695.0
10.0,กรุงเทพมหานคร,8.0,7.0,พลวัต,132.0
10.0,กรุงเทพมหานคร,8.0,8.0,ประชาธิปไตยใหม่,179.0
10.0,กรุงเทพมหานคร,8.0,9.0,เพื่อไทย,10503.0
10.0,กรุงเทพมหานคร,8.0,10.0,ทางเลือกใหม่,468.0
10.0,กรุงเทพมหานคร,8.0,11.0,เศรษฐกิจ,1693.0
10.0,กรุงเทพมหานคร,8.0,12.0,เสรีรวมไทย,409.0
10.0,กรุงเทพมหานคร,8.0,13.0,รวมพลังประชาชาติ,235.0
10.0,กรุงเทพมหานคร,8.0,14.0,ท้องที่ไทย,45.0
10.0,กรุงเทพมหานคร,8.0,15.0,อนาคตไทย,87.0
10.0,กรุงเทพมหานคร,8.0,16.0,พลังเพื่อไทย,81.0
10.0,กรุงเทพมหานคร,8.0,17.0,ไทยชนะ,32.0
10.0,กรุงเทพมหานคร,8.0,18.0,พลังสังคมใหม่,10.0
10.0,กรุงเทพมหานคร,8.0,19.0,สังคมประชาธิปไตย,88.0
10.0,กรุงเทพมหานคร,8.0,20.0,ฟิวชั่น,28.0
10.0,กรุงเทพมหานคร,8.0,21.0,ไทยรวมพลัง,29.0
10.0,กรุงเทพมหานคร,8.0,22.0,ก้าวอิสระ,18.0
10.0,กรุงเทพมหานคร,8.0,23.0,ปวงชนไทย,47.0
10.0,กรุงเทพมหานคร,8.0,24.0,วิชั่นใหม่,24.0
10.0,กรุงเทพมหานคร,8.0,25.0,เพื่อชีวิตใหม่,17.0
10.0,กรุงเทพมหานคร,8.0,26.0,คลองไทย,19.0
10.0,กรุงเทพมหานคร,8.0,27.0,ประชาธิปัตย์,10313.0
10.0,กรุงเทพมหานคร,8.0,28.0,ไทยก้าวหน้า,77.0
10.0,กรุงเทพมหานคร,8.0,29.0,ไทยภักดี,2065.0
10.0,กรุงเทพมหานคร,8.0,30.0,แรงงานสร้างชาติ,28.0
10.0,กรุงเทพมหานคร,8.0,31.0,ประชากรไทย,45.0
10.0,กรุงเทพมหานคร,8.0,32.0,ครูไทยเพื่อประชาชน,19.0
10.0,กรุงเทพมหานคร,8.0,33.0,ประชาชาติ,51.0
10.0,กรุงเทพมหานคร,8.0,34.0,สร้างอนาคตไทย,27.0
10.0,กรุงเทพมหานคร,8.0,35.0,รักชาติ,233.0
10.0,กรุงเทพมหานคร,8.0,36.0,ไทยพร้อม,49.0
10.0,กรุงเทพมหานคร,8.0,37.0,ภูมิใจไทย,20176.0
10.0,กรุงเทพมหานคร,8.0,38.0,พลังธรรมใหม่,53.0
10.0,กรุงเทพมหานคร,8.0,39.0,กรีน,105.0
10.0,กรุงเทพมหานคร,8.0,40.0,ไทยธรรม,9.0
10.0,กรุงเทพมหานคร,8.0,41.0,แผ่นดินธรรม,15.0
10.0,กรุงเทพมหานคร,8.0,42.0,กล้าธรรม,176.0
10.0,กรุงเทพมหานคร,8.0,43.0,พลังประชารัฐ,115.0
10.0,กรุงเทพมหานคร,8.0,44.0,โอกาสใหม่,174.0
10.0,กรุงเทพมหานคร,8.0,45.0,เป็นธรรม,47.0
10.0,กรุงเทพมหานคร,8.0,46.0,ประชาชน,46772.0
10.0,กรุงเทพมหานคร,8.0,47.0,ประชาไทย,73.0
10.0,กรุงเทพมหานคร,8.0,48.0,ไทยสร้างไทย,923.0
10.0,กรุงเทพมหานคร,8.0,49.0,ไทยก้าวใหม่,926.0
10.0,กรุงเทพมหานคร,8.0,50.0,ประชาอาสาชาติ,1.0
10.0,กรุงเทพมหานคร,8.0,51.0,พร้อม,22.0
10.0,กรุงเทพมหานคร,8.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,10.0
10.0,กรุงเทพมหานคร,8.0,53.0,ไทยพิทักษ์ธรรม,5.0
10.0,กรุงเทพมหานคร,8.0,54.0,ความหวังใหม่,19.0
10.0,กรุงเทพมหานคร,8.0,55.0,ไทยรวมไทย,11.0
10.0,กรุงเทพมหานคร,8.0,56.0,เพื่อบ้านเมือง,12.0
10.0,กรุงเทพมหานคร,8.0,57.0,พลังไทยรักชาติ,20.0
10.0,กรุงเทพมหานคร,9.0,1.0,ไทยทรัพย์ทวี,62.0
10.0,กรุงเทพมหานคร,9.0,2.0,เพื่อชาติไทย,210.0
10.0,กรุงเทพมหานคร,9.0,3.0,ใหม่,57.0
10.0,กรุงเทพมหานคร,9.0,4.0,มิติใหม่,38.0
10.0,กรุงเทพมหานคร,9.0,5.0,รวมใจไทย,309.0
10.0,กรุงเทพมหานคร,9.0,6.0,รวมไทยสร้างชาติ,2640.0
10.0,กรุงเทพมหานคร,9.0,7.0,พลวัต,133.0
10.0,กรุงเทพมหานคร,9.0,8.0,ประชาธิปไตยใหม่,362.0
10.0,กรุงเทพมหานคร,9.0,9.0,เพื่อไทย,9729.0
10.0,กรุงเทพมหานคร,9.0,10.0,ทางเลือกใหม่,480.0
10.0,กรุงเทพมหานคร,9.0,11.0,เศรษฐกิจ,1852.0
10.0,กรุงเทพมหานคร,9.0,12.0,เสรีรวมไทย,467.0
10.0,กรุงเทพมหานคร,9.0,13.0,รวมพลังประชาชาติ,230.0
10.0,กรุงเทพมหานคร,9.0,14.0,ท้องที่ไทย,14.0
10.0,กรุงเทพมหานคร,9.0,15.0,อนาคตไทย,55.0
10.0,กรุงเทพมหานคร,9.0,16.0,พลังเพื่อไทย,71.0
10.0,กรุงเทพมหานคร,9.0,17.0,ไทยชนะ,36.0
10.0,กรุงเทพมหานคร,9.0,18.0,พลังสังคมใหม่,10.0
10.0,กรุงเทพมหานคร,9.0,19.0,สังคมประชาธิปไตย,18.0
10.0,กรุงเทพมหานคร,9.0,20.0,ฟิวชั่น,19.0
10.0,กรุงเทพมหานคร,9.0,21.0,ไทยรวมพลัง,61.0
10.0,กรุงเทพมหานคร,9.0,22.0,ก้าวอิสระ,14.0
10.0,กรุงเทพมหานคร,9.0,23.0,ปวงชนไทย,57.0
10.0,กรุงเทพมหานคร,9.0,24.0,วิชั่นใหม่,42.0
10.0,กรุงเทพมหานคร,9.0,25.0,เพื่อชีวิตใหม่,8.0
10.0,กรุงเทพมหานคร,9.0,26.0,คลองไทย,26.0
10.0,กรุงเทพมหานคร,9.0,27.0,ประชาธิปัตย์,9108.0
10.0,กรุงเทพมหานคร,9.0,28.0,ไทยก้าวหน้า,78.0
10.0,กรุงเทพมหานคร,9.0,29.0,ไทยภักดี,1669.0
10.0,กรุงเทพมหานคร,9.0,30.0,แรงงานสร้างชาติ,21.0
10.0,กรุงเทพมหานคร,9.0,31.0,ประชากรไทย,45.0
10.0,กรุงเทพมหานคร,9.0,32.0,ครูไทยเพื่อประชาชน,23.0
10.0,กรุงเทพมหานคร,9.0,33.0,ประชาชาติ,56.0
10.0,กรุงเทพมหานคร,9.0,34.0,สร้างอนาคตไทย,24.0
10.0,กรุงเทพมหานคร,9.0,35.0,รักชาติ,162.0
10.0,กรุงเทพมหานคร,9.0,36.0,ไทยพร้อม,170.0
10.0,กรุงเทพมหานคร,9.0,37.0,ภูมิใจไทย,19538.0
10.0,กรุงเทพมหานคร,9.0,38.0,พลังธรรมใหม่,45.0
10.0,กรุงเทพมหานคร,9.0,39.0,กรีน,140.0
10.0,กรุงเทพมหานคร,9.0,40.0,ไทยธรรม,13.0
10.0,กรุงเทพมหานคร,9.0,41.0,แผ่นดินธรรม,18.0
10.0,กรุงเทพมหานคร,9.0,42.0,กล้าธรรม,599.0
10.0,กรุงเทพมหานคร,9.0,43.0,พลังประชารัฐ,138.0
10.0,กรุงเทพมหานคร,9.0,44.0,โอกาสใหม่,141.0
10.0,กรุงเทพมหานคร,9.0,45.0,เป็นธรรม,66.0
10.0,กรุงเทพมหานคร,9.0,46.0,ประชาชน,47230.0
10.0,กรุงเทพมหานคร,9.0,47.0,ประชาไทย,75.0
10.0,กรุงเทพมหานคร,9.0,48.0,ไทยสร้างไทย,1075.0
10.0,กรุงเทพมหานคร,9.0,49.0,ไทยก้าวใหม่,832.0
10.0,กรุงเทพมหานคร,9.0,50.0,ประชาอาสาชาติ,4.0
10.0,กรุงเทพมหานคร,9.0,51.0,พร้อม,25.0
10.0,กรุงเทพมหานคร,9.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,9.0
10.0,กรุงเทพมหานคร,9.0,53.0,ไทยพิทักษ์ธรรม,6.0
